filename,title,doi,journal,year,paper_type,battery_subfield,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,num_analysis_methods,num_ambiguities,has_yield,has_capacity,has_cycle_life
Placke_et_al__-_2018_-_Perspective_on_Performance__Cost__and_Technical_Ch_reactions.json,"Perspective on Performance, Cost, and Technical Challenges for Practical Dual-Ion Batteries",10.1016/j.joule.2018.09.003,Joule,2018,review,electrolyte (liquid/polymer),94.59,Excellent,0,6,0,0,0,0,3,1,False,True,False
Ploehn_et_al__-_2004_-_Solvent_Diffusion_Model_for_Aging_of_Lithium-Ion_B_reactions.json,Solvent Diffusion Model for Aging of Lithium-Ion Battery Cells,10.1149/1.1644601,Journal of The Electrochemical Society,2004,research article,interface/interphase,96.83,Excellent,1,10,0,0,2,6,2,0,False,False,False
Pomerantseva_and_Gogotsi_-_2017_-_Two-dimensional_heterostructures_for_energy_storag_reactions.json,Two-dimensional heterostructures for energy storage,10.1038/nenergy.2017.89,Nature Energy,2017,perspective,2D materials,98.67,Excellent,3,8,3,5,2,3,0,3,False,False,False
Ponce_et_al__-_2017_-_Analysis_of_a_Li-Ion_Nanobattery_with_Graphite_Ano_reactions.json,Analysis of a Li-Ion Nanobattery with Graphite Anode Using Molecular Dynamics Simulations,10.1021/acs.jpcc.7b04190,Journal of Physical Chemistry C,2017,computational study,anode,98.51,Excellent,1,5,6,6,2,6,1,2,False,False,False
Ponce_et_al__-_2021_-_Analysis_of_an_all-solid_state_nanobattery_using_m_reactions.json,Analysis of an all-solid state nanobattery using molecular dynamics simulations under an external electric field,10.1039/d0cp02851g,Physical Chemistry Chemical Physics,2021,computational study,solid-state electrolyte,98.72,Excellent,1,7,6,6,3,7,1,2,False,False,False
Pr_mper_and_Frank_-_2017_-_Lithium_tetrachloridoaluminate__LiAlCl_4sub_reactions.json,"Lithium tetrachloridoaluminate, LiAlCl4: a new polymorph (oP12, Pmn21) with Li+ in tetrahedral interstices",10.1107/S205698901701235X,Acta Crystallographica Section E,2017,inorganic synthesis and characterization,other/general,98.77,Excellent,1,8,5,11,4,6,2,0,True,False,False
Price_et_al__-_2023_-_First_principles_study_of_layered_transition_metal_reactions.json,First principles study of layered transition metal dichalcogenides for use as electrodes in Li-ion and Mg-ion batteries,10.1039/d3ta00940h,Journal of Materials Chemistry A,2023,computational study,cathode,87.1,Good,1,2,0,0,2,2,1,0,False,False,False
Qi_et_al__-_2021_-_Bridging_the_gap_between_simulated_and_experimenta_reactions.json,Bridging the gap between simulated and experimental ionic conductivities in lithium superionic conductors,10.1016/j.mtphys.2021.100463,Materials Today Physics,2021,computational study,ion transport,100.0,Excellent,3,0,0,0,0,0,0,1,False,False,False
Qian_et_al__-_2018_-_Electrochemical_surface_passivation_of_LiCoO2_part_reactions.json,Electrochemical surface passivation of LiCoO2 particles at ultrahigh voltage and its applications in lithium-based batteries,10.1038/s41467-018-07296-6,Nature Communications,2018,materials_synthesis,cathode,79.45,Good,1,6,5,7,4,5,2,2,False,True,True
Quach_et_al__-_2022_-_Superabsorption_in_an_organic_microcavity_Toward__reactions.json,Superabsorption in an organic microcavity: Toward a quantum battery,10.1126/sciadv.abk3160,Science Advances,2022,materials synthesis,other/general,82.26,Good,1,5,4,4,3,6,1,2,False,False,False
Radjendirane_et_al__-_2024_-_Overview_of_Inorganic_Electrolytes_for_All-Solid-S_reactions.json,Overview of Inorganic Electrolytes for All-Solid-State Sodium Batteries,10.1021/acs.langmuir.4c01845,Langmuir,2024,review article,solid-state electrolyte,100.0,Excellent,2,2,1,2,1,1,0,1,False,True,False
Raj_et_al__-_2022_-_Recycling_of_cathode_material_from_spent_lithium-i_reactions.json,Recycling of cathode material from spent lithium-ion batteries: Challenges and future perspectives,10.1016/j.jhazmat.2022.128312,Journal of Hazardous Materials,2022,review_article_extraction,cathode,98.21,Excellent,1,6,3,4,1,1,1,2,True,False,False
Rajapakse_et_al__-_2021_-_Intercalation_as_a_versatile_tool_for_fabrication__reactions.json,"Intercalation as a versatile tool for fabrication, property tuning, and phase transitions in 2D materials",10.1038/s41699-021-00211-6,npj 2D Materials and Applications,2021,review article,2D materials,96.88,Excellent,1,2,1,2,1,2,0,0,False,False,False
Rama_Rao_et_al__-_2014_-_Structural__conductivity_and_dielectric_properties_reactions.json,"Structural, conductivity and dielectric properties of Li2SO4",10.1051/epjap/2014130433,European Physical Journal Applied Physics,2014,materials synthesis and characterization,ion transport,96.36,Excellent,1,2,3,3,6,19,2,1,False,False,False
Ramakumar_et_al__-_2017_-_Lithium_garnets_Synthesis__structure__Li___conduc_reactions.json,"Lithium garnets: Synthesis, structure, Li+ conductivity, Li+ dynamics and applications",,Progress in Materials Science,2017,review article,solid-state electrolyte,98.53,Excellent,2,6,5,5,1,2,0,0,False,False,False
Ramasubramanian_et_al__-_2019_-_Lithium_Diffusion_Mechanism_through_Solid_Electrol_reactions.json,Lithium Diffusion Mechanism through Solid−Electrolyte Interphase in Rechargeable Lithium Batteries,10.1021/acs.jpcc.9b00436,The Journal of Physical Chemistry C,2019,computational study,solid-state electrolyte,97.14,Excellent,0,4,0,0,2,10,1,0,False,False,False
Rana_et_al__-_2020_-_Oriented_nanoporous_MOFs_to_mitigate_polysulfides__reactions.json,Oriented nanoporous MOFs to mitigate polysulfides migration in lithium-sulfur batteries,10.1016/j.nanoen.2020.105009,Nano Energy,2020,research article,cathode,99.19,Excellent,3,14,6,12,6,8,1,2,True,True,True
Randau_-_2020_-_Benchmarking_the_performance_of_all-solid-state_li_reactions.json,Benchmarking the performance of all-solid-state lithium batteries,10.1038/s41560-020-0565-1,Nature Energy,2020,research-article,solid-state electrolyte,79.22,Good,1,5,7,8,4,3,0,2,False,True,True
Rani_et_al__-_2013_-_Fluorinated_Natural_Graphite_Cathode_for_Rechargea_reactions.json,Fluorinated Natural Graphite Cathode for Rechargeable Ionic Liquid Based Aluminum–Ion Battery,10.1149/2.072310jes,Journal of The Electrochemical Society,2013,research article,cathode,81.25,Good,1,9,4,4,9,13,1,2,False,True,True
Ren_et_al__-_2015_-_Direct_observation_of_lithium_dendrites_inside_gar_reactions.json,Direct observation of lithium dendrites inside garnet-type lithium-ion solid electrolyte,10.1016/j.elecom.2015.05.001,Electrochemistry Communications,2015,research article,solid-state electrolyte,77.66,Good,1,9,5,6,7,4,1,2,False,False,False
Ren_et_al__-_2019_-_Microstructure_Manipulation_for_Enhancing_the_Resi_reactions.json,Microstructure Manipulation for Enhancing the Resistance of Garnet-Type Solid Electrolytes to “Short Circuit” by Li Metal Anodes,10.1021/acsami.8b17954,ACS Applied Materials & Interfaces,2019,research-article,solid-state electrolyte,98.82,Excellent,2,8,5,6,4,8,1,2,False,False,False
Riaz_et_al__-_2014_-_Carbon-__Binder-__and_Precious_Metal-Free_Cathodes_reactions.json,"Carbon-, Binder-, and Precious Metal-Free Cathodes for Non-Aqueous Lithium−Oxygen Batteries: Nanoflake-Decorated Nanoneedle Oxide Arrays",10.1021/am504463b,ACS Applied Materials & Interfaces,2014,research article,cathode,97.83,Excellent,3,10,3,11,5,7,1,2,False,True,True
Rojaee_and_Shahbazian-Yassar_-_2020_-_Two-Dimensional_Materials_to_Address_the_Lithium_B_reactions.json,Two-Dimensional Materials to Address the Lithium Battery Challenges,,ACS Nano,2020,review,other/general,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Rukelj_-_2020_-_Dynamical_conductivity_of_lithium-intercalated_hex_reactions.json,Dynamical conductivity of lithium-intercalated hexagonal boron nitride films: A memory function approach,10.1103/PhysRevB.102.205108,Physical Review B,2020,research article,2D materials,100.0,Excellent,1,2,0,0,2,6,1,1,False,False,False
Sahni_et_al__-_2018_-_On_the_synthesis_of_lithium_boron_nitride__Li3BN2__reactions.json,On the synthesis of lithium boron nitride (Li3BN2),10.1016/j.ceramint.2018.01.200,Ceramics International,2018,materials synthesis,other/general,97.56,Excellent,1,7,7,9,3,10,0,2,False,False,False
Sahu_and_Mitra_-_2015_-_Exfoliated_MoS2_Sheets_and_Reduced_Graphene_Oxide-_reactions.json,Exfoliated MoS2 Sheets and Reduced Graphene Oxide-An Excellent and Fast Anode for Sodium-ion Battery,10.1038/srep12571,Scientific Reports,2015,materials synthesis and electrochemistry,anode,80.0,Good,4,15,4,23,5,12,1,0,False,True,True
Sakanoi_et_al__-_2014_-_Communication_Different_behavior_of_Young_s_modul_reactions.json,Communication: Different behavior of Young's modulus and fracture strength of CeO2: Density functional theory calculations,10.1063/1.4869515,The Journal of Chemical Physics,2014,computational study,computational/ML,91.67,Excellent,1,1,0,0,1,4,1,0,False,False,False
Samsinger_et_al__-_2020_-_Fast_Ion_Conduction_of_Sintered_Glass-Ceramic_Lith_reactions.json,Fast Ion Conduction of Sintered Glass-Ceramic Lithium Ion Conductors Investigated by Impedance Spectroscopy and Coaxial Reflection Technique,10.1149/1945-7111/abc0a9,Journal of The Electrochemical Society,2020,research-article,solid-state electrolyte,98.63,Excellent,3,4,5,5,4,18,1,1,False,False,False
Satpati_et_al__-_2022_-_Machine_learning_enabled_high-throughput_screening_reactions.json,Machine learning enabled high-throughput screening of inorganic solid electrolytes for regulating dendritic growth in lithium metal anodes,10.1039/d2nj01827f,New Journal of Chemistry,2022,computational screening,solid-state electrolyte,99.25,Excellent,30,0,0,0,0,0,1,0,False,False,False
Scharf_et_al__-_2022_-_Bridging_nano-_and_microscale_X-ray_tomography_for_reactions.json,Bridging nano- and microscale X-ray tomography for battery research by leveraging artificial intelligence,10.1038/s41565-022-01081-9,Nature Nanotechnology,2022,review,computational/ML,100.0,Excellent,0,0,0,0,5,5,1,0,False,False,False
Schlem_et_al__-_2021_-_Insights_into_the_Lithium_Sub-structure_of_Superio_reactions.json,Insights into the Lithium Sub-structure of Superionic Conductors Li3YCl6 and Li3YBr6,10.1021/acs.chemmater.0c04352,Chemistry of Materials,2021,research-article,solid-state electrolyte,98.67,Excellent,2,6,6,14,2,5,0,2,False,False,False
Schuett_et_al__-_2023_-_Predicting_the_Na___ion_transport_prope_reactions.json,Predicting the Na+ Ion Transport Properties of NaSICON  Materials  Using Density Functional Theory and Kinetic Monte Carlo,,Journal of Materials Chemistry A,2023,computational study,solid-state electrolyte,97.5,Excellent,3,0,0,0,5,8,2,0,False,False,False
Schwich_et_al__-_2020_-_Recycling_Strategies_for_Ceramic_All-Solid-State_B_reactions.json,Recycling Strategies for Ceramic All-Solid-State Batteries—Part I: Study on Possible Treatments in Contrast to Li-Ion Battery Recycling,10.3390/met10111523,Metals,2020,battery_recycling_study,solid-state electrolyte,98.7,Excellent,4,8,4,4,0,0,2,1,False,False,False
Sendek_et_al__-_2017_-_Holistic_computational_structure_screening_of_more_reactions.json,Holistic computational structure screening of more than 12 000 candidates for solid lithium-ion conductor materials,10.1039/c6ee02697d,Energy & Environmental Science,2017,computational screening,solid-state electrolyte,98.97,Excellent,21,0,0,0,0,0,1,0,False,False,False
Sendek_et_al__-_2019_-_Machine_Learning-Assisted_Discovery_of_Solid_Li-Io_reactions.json,Machine Learning-Assisted Discovery of Solid Li-Ion Conducting Materials,10.1021/acs.chemmater.8b03272,Chemistry of Materials,2019,computational study,solid-state electrolyte,100.0,Excellent,11,0,0,0,2,13,1,2,False,False,False
Sendek_et_al__-_Machine_learning-assisted_discovery_of_solid_Li-io_reactions.json,Machine learning-assisted discovery of solid Li-ion conducting materials,,,,computational screening,computational/ML,99.4,Excellent,38,0,0,0,1,0,2,2,False,False,False
Senevirathne_et_al__-_2013_-_A_new_crystalline_LiPON_electrolyte_Synthesis__pr_reactions.json,"A new crystalline LiPON electrolyte: Synthesis, properties, and electronic structure",10.1016/j.ssi.2012.12.013,Solid State Ionics,2013,research article,solid-state electrolyte,76.19,Good,2,7,5,7,5,11,1,1,True,False,False
Seo_and_Martin_-_2011_-_Structural_Properties_of_Lithium_Thio-Germanate_Th_reactions.json,Structural Properties of Lithium Thio-Germanate Thin Film Electrolytes Grown by Radio Frequency Sputtering,10.1021/ic101448m,Inorganic Chemistry,2011,research article,solid-state electrolyte,99.08,Excellent,4,12,5,16,4,13,0,1,False,False,False
Seo_and_Martin_-_2011_-_X-ray_photoelectron_spectroscopy_study_of_lithium__reactions.json,X-ray photoelectron spectroscopy study of lithium thio-germanate thin films,10.1039/c1ra00165e,RSC Advances,2011,research-article,other/general,86.71,Good,7,14,10,20,2,5,1,1,False,False,False
Seo_et_al__-_2024_-_Enhancement_of_ionic_conductivity_in_Li_argyrodite_reactions.json,Enhancement of ionic conductivity in Li argyrodite solid electrolytes with bromide and borohydride anions for all-solid-state batteries,10.1039/d4ta04426f,Journal of Materials Chemistry A,2024,research article,solid-state electrolyte,98.59,Excellent,3,5,2,2,6,9,1,3,False,True,True
Sha_et_al__-_2013_-_Solid_lithium_electrolyte-Li4Ti5O12_composites_as__reactions.json,Solid lithium electrolyte-Li4Ti5O12 composites as anodes of lithium-ion batteries showing high-rate performance,10.1016/j.jpowsour.2012.12.081,Journal of Power Sources,2013,research-article,solid-state electrolyte,76.87,Good,2,14,9,9,7,10,1,2,False,True,True
Shaibani_et_al__-_2020_-_Expansion-tolerant_architectures_for_stable_cyclin_reactions.json,Expansion-tolerant architectures for stable cycling of ultrahigh-loading sulfur cathodes in lithium-sulfur batteries,10.1126/sciadv.aay2757,Science Advances,2020,materials_synthesis,cathode,89.77,Good,1,10,4,10,5,5,1,1,False,True,True
Shen_et_al__-_2020_-_A_Simple_and_Highly_Efficient_Method_toward_High-D_reactions.json,A Simple and Highly Efficient Method toward High-Density Garnet-Type LLZTO Solid-State Electrolyte,10.1021/acsami.0c04850,ACS Applied Materials & Interfaces,2020,research article,solid-state electrolyte,98.98,Excellent,1,9,6,13,7,10,1,2,False,False,True
Shi_and_Stampfl_-_2007_-_First-principles_investigations_of_the_structure_a_reactions.json,First-principles investigations of the structure and stability of oxygen adsorption and surface oxide formation at Au(111),10.1103/PhysRevB.76.075327,Physical Review B,2007,computational study,computational/ML,94.29,Excellent,1,3,0,0,2,11,1,0,False,False,False
Shi_et_al__-_2013_-_Defect_Thermodynamics_and_Diffusion_Mechanisms_in__reactions.json,Defect Thermodynamics and Diffusion Mechanisms in Li2CO3 and Implications for the Solid Electrolyte Interphase in Li-Ion Batteries,10.1021/jp310591u,The Journal of Physical Chemistry C,2013,computational study,solid-state electrolyte,90.0,Excellent,1,1,0,0,3,8,1,0,False,False,False
Shi_et_al__-_2018_-_Lithium_metal_stripping_beneath_the_solid_electrol_reactions.json,Lithium metal stripping beneath the solid electrolyte interphase,10.1073/pnas.1806878115,Proceedings of the National Academy of Sciences (PNAS),2018,research article,solid-state electrolyte,80.8,Good,3,13,9,9,4,10,1,2,False,False,False
Shin_et_al__-_2015_-_Synergistic_multi-doping_effects_on_the_Li7La3Zr2O_reactions.json,Synergistic multi-doping effects on the Li7La3Zr2O12 solid electrolyte for fast lithium ion conduction,10.1038/srep18053,Scientific Reports,2015,research_article,solid-state electrolyte,76.67,Good,2,8,7,8,3,6,1,3,False,False,False
Singh_et_al__-_2021_-_A_chemical_map_of_NaSICON_electrode_materials_for__reactions.json,A chemical map of NaSICON electrode materials for sodium-ion batteries,10.1039/d0ta10688g,Journal of Materials Chemistry A,2021,computational study,solid-state electrolyte,100.0,Excellent,3,0,0,0,0,0,1,0,False,False,False
Singh_et_al__-___Supplementary_Information___A_Chemical_Map_of_Na_reactions.json,A Chemical Map of NaSiCON Electrode Materials for Sodium-ion Batteries,,Journal of Materials Chemistry A,2020,computational study,solid-state electrolyte,97.87,Excellent,7,0,0,0,2,20,1,0,False,False,False
Sj_lin_et_al__-_2023_-_Accelerated_Workflow_for_Antiperovskite_based_Soli_reactions.json,Accelerated Workflow for Antiperovskite-based Solid State Electrolytes,10.1002/batt.202300041,Batteries & Supercaps,2023,computational screening,solid-state electrolyte,100.0,Excellent,14,0,0,0,3,42,1,1,False,False,False
Song_and_Kendrick_-_2021_-_Recent_progress_on_strategies_to_improve_the_high-_reactions.json,Recent progress on strategies to improve the high-voltage stability of layered-oxide cathode materials for sodium-ion batteries,10.1088/2515-7639/abf545,Journal of Physics: Materials,2021,review,cathode,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Song_et_al__-_2012_-_Role_of_Oxygen_Vacancies_on_the_Performance_of_Li__reactions.json,"Role of Oxygen Vacancies on the Performance of Li[Ni 0.5−xMn 1.5+ x]O4 (x= 0, 0.05, and 0.08) Spinel Cathodes for Lithium-Ion Batteries",10.1021/cm301825h,Chemistry of Materials,2012,research-article,cathode,98.47,Excellent,3,13,9,17,6,6,1,2,False,True,False
Song_et_al__-_2017_-_A_long-life_rechargeable_Al_ion_battery_based_on_m_reactions.json,A long-life rechargeable Al ion battery based on molten salts,10.1039/c6ta09829k,Journal of Materials Chemistry A,2017,research article,Na-ion,85.39,Good,2,9,5,7,4,8,1,2,False,True,True
