filename,title,doi,journal,year,raw_paper_type,paper_category,has_experimental_section,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,char_methods_normalized,tags
Murugan_et_al__-_2007_-_Fast_Lithium_Ion_Conduction_in_Garnet-Type_Li7La3Z_reactions.json,Fast Lithium Ion Conduction in Garnet-Type Li7La3Zr2O12,10.1002/anie.200701144,Angewandte Chemie International Edition,2007,materials synthesis,experimental_synthesis,True,94.52,Excellent,1,4,7,9,4,15,XRD|EIS|TGA|EMF measurement,solid electrolyte|lithium ion conductor|garnet
Muy_et_al__-_2019_-_High-Throughput_Screening_of_Solid-State_Li-Ion_Co_reactions.json,High-Throughput Screening of Solid-State Li-Ion Conductors Using Lattice-Dynamics Descriptors,10.1016/j.isci.2019.05.036,iScience,2019,research article,experimental_synthesis,True,85.11,Good,1,3,3,3,2,8,XRD|EIS,solid-state electrolytes|Li-ion conductors|halide electrolytes
Naik_and_Jain_-_2018_-_Substrate_screening_effects_on_the_quasiparticle_b_reactions.json,Substrate screening effects on the quasiparticle band gap and defect charge transition levels in MoS2,10.1103/PhysRevMaterials.2.084002,Physical Review Materials,2018,computational study,computational,False,79.66,Good,1,9,0,0,2,6,DFT calculation|GW,DFT|GW|band gap|substrate screening|MoS2|defect physics
Nation_et_al__-_2021_-_Redox-couple_investigations_in_Si-doped_Li-rich_ca_reactions.json,Redox-couple investigations in Si-doped Li-rich cathode materials,10.1039/d0cp05737a,Physical Chemistry Chemical Physics,2021,research-article,experimental_synthesis,True,98.84,Excellent,2,10,4,7,3,6,TEM|EELS|Galvanostatic cycling,Li-ion batteries|Li-rich cathode|Si-doping|STEM|EELS
Ng_et_al__-_2020_-_Predicting_the_state_of_charge_and_health_of_batte_reactions.json,Predicting the state of charge and health of batteries using data-driven machine learning,10.1038/s42256-020-0156-7,Nature Machine Intelligence,2020,review,review,False,100.0,Excellent,0,0,0,0,0,0,,battery|machine learning|state of charge|state of health
Ngandjong_et_al__-_2017_-_Multiscale_Simulation_Platform_Linking_Lithium_Ion_reactions.json,Multiscale Simulation Platform Linking Lithium Ion Battery Electrode Fabrication Process with Performance at the Cell Level,10.1021/acs.jpclett.7b02647,The Journal of Physical Chemistry Letters,2017,computational modelling study,computational,True,98.51,Excellent,3,4,5,5,2,4,DFT calculation|3D continuum performance simulation,lithium-ion battery|electrode fabrication|multiscale simulation|coarse-grained molecular dynamics|3D continuum model
Nguyen_et_al__-_2019_-_Density_Functional_Theory-Assisted_31_P_reactions.json,Density Functional Theory-Assisted 31P and 23Na Magic-Angle Spinning Nuclear Magnetic Resonance Study of the Na3V2(PO4)2F3−Na3V2(PO4)2FO2 Solid Solution: Unraveling Its Local and Electronic Structures,10.1021/acs.chemmater.9b03546,Chemistry of Materials,2019,materials synthesis and characterization,experimental_synthesis,True,98.41,Excellent,5,3,3,3,2,0,NMR|NMR,solid-state synthesis|paramagnetic NMR|DFT|sodium-ion battery cathodes
Nguyen_et_al__-_2021_-_Polypeptide_organic_radical_batteries_reactions.json,Polypeptide organic radical batteries,10.1038/s41586-021-03399-1,Nature,2021,research article,experimental_synthesis,True,77.22,Good,2,21,11,11,3,6,FTIR|Circular dichroism|Cyclic voltammetry,organic radical battery|polypeptide|metal-free battery
Nguyen_et_al__-_Density_Functional_Theory-Assisted_31P_and_23Na_Ma_reactions.json,Density Functional Theory -Assisted 31P and 23Na Magic -Angle Spinning  Nuclear Magnetic Resonance Study of the Na3V2(PO4)2F3 – Na3V2(PO4)2FO2 Solid Solution: Unravel ing Its Local and Electronic Structure s,,,,supporting_information,supporting_info,False,97.92,Excellent,4,1,0,0,5,7,XRD|DFT calculation|NMR|NMR|NMR,solid_state|DFT|ssNMR|inorganic_materials|sodium_ion_batteries
Nie_et_al__-_2015_-_Twin_Boundary-Assisted_Lithium_Ion_Transport_reactions.json,Twin Boundary-Assisted Lithium Ion Transport,10.1021/nl504087z,Nano Letters,2015,research article,experimental_synthesis,True,93.75,Excellent,3,7,3,6,5,5,TEM|TEM|TEM|TEM|EELS,SnO2 nanowires|twin boundary|lithium-ion batteries|TEM|vapor transport synthesis
Ning_et_al__-_2021_-_Visualizing_plating-induced_cracking_in_lithium-an_reactions.json,Visualizing plating-induced cracking in lithium-anode solid-electrolyte cells,10.1038/s41563-021-00967-8,Nature Materials,2021,research-article,experimental_synthesis,True,93.18,Excellent,1,7,7,9,5,0,XRD|Phase-contrast synchrotron XCT|Synchrotron XCT–diffraction mapping|SEM|EIS,solid-state battery|Li6PS5Cl|argyrodite electrolyte|in situ XCT|dendrite propagation
Ning_et_al__-_2023_-_Dendrite_initiation_and_propagation_in_lithium_met_reactions.json,Dendrite initiation and propagation in lithium metal solid-state batteries,10.1038/s41586-023-05970-4,Nature,2023,materials_synthesis_and_electrochemistry,experimental_synthesis,True,80.56,Good,2,4,5,10,5,4,Operando X-ray computed tomography (XCT)|SEM|On-line mass spectrometry|Nanoindentation|Microcantilever bending,solid-state battery|Li6PS5Cl|lithium metal|dendrite|ceramic electrolyte
Nitta_et_al__-_2015_-_Li-ion_battery_materials_present_and_future_reactions.json,Li-ion battery materials: present and future,10.1016/j.mattod.2014.10.040,Materials Today,2015,review,review,False,100.0,Excellent,0,0,0,0,0,0,,Li-ion battery|electrode materials
Nolan_et_al__-_2018_-_Computation-Accelerated_Design_of_Materials_and_In_reactions.json,Computation-Accelerated Design of Materials and Interfaces for All-Solid-State Lithium-Ion Batteries,10.1016/j.joule.2018.08.017,Joule,2018,review,review,False,100.0,Excellent,0,0,0,0,0,0,,solid-state battery|solid electrolyte|computational design|interface engineering
O_Rourke_and_Morgan_-_2018_-_Interfacial_strain_effects_on_lithium_diffusion_pa_reactions.json,Interfacial strain effects on lithium diffusion pathways in the spinel solid electrolyte Li-doped MgAl2O4,10.1103/PhysRevMaterials.2.045403,Physical Review Materials,2018,computational study,computational,False,96.3,Excellent,2,0,0,0,2,4,DFT calculation|Climbing Image Nudged Elastic Band (CI-NEB),DFT|solid electrolyte|lithium diffusion|spinel|strain effects
Oh_et_al__-_2018_-_Native_Defects_in_Li_10_GeP_2sub_reactions.json,Native Defects in Li10GeP2S12 and Their Effect on Lithium Diffusion,10.1021/acs.chemmater.8b01163,Chemistry of Materials,2018,computational study,computational,False,100.0,Excellent,1,0,0,0,3,0,DFT calculation|DFT calculation|DFT calculation,solid electrolyte|defects|lithium diffusion|AIMD|DFT
Ohta_et_al__-_2006_-_Enhancement_of_the_High-Rate_Capability_of_Solid-S_reactions.json,Enhancement of the High-Rate Capability of Solid-State Lithium Batteries by Nanoscale Interfacial Modification,10.1002/adma.200502604,Advanced Materials,2006,materials_synthesis,experimental_synthesis,True,80.43,Good,1,12,3,4,5,6,XRD|Raman spectroscopy|SEM|ICP|EIS,solid-state battery|surface_coating|LiCoO2|Li4Ti5O12
Ong_et_al__-_2010_-_Thermal_stabilities_of_delithiated_olivine_MPO4__M_reactions.json,"Thermal stabilities of delithiated olivine MPO4 (M = Fe, Mn) cathodes investigated using first principles calculations",10.1016/j.elecom.2010.01.010,Electrochemistry Communications,2010,computational study,computational,False,82.22,Good,4,4,0,0,0,0,,thermal stability|olivine cathodes|density functional theory
Ong_et_al__-_2011_-_Voltage__stability_and_diffusion_barrier_differenc_reactions.json,"Voltage, stability and diffusion barrier differences between sodium-ion and lithium-ion intercalation materials",10.1039/c1ee01782a,Energy & Environmental Science,2011,computational study,computational,False,95.35,Excellent,6,0,0,0,2,5,DFT calculation|NEB diffusion barrier calculation,sodium-ion batteries|lithium-ion batteries|DFT|intercalation voltage|diffusion barrier
Ong_et_al__-_2012_-_Phase_stability__electrochemical_stability_and_ion_reactions.json,"Phase stability, electrochemical stability and ionic conductivity in the Li10−MP2X12 (M = Ge, Si, Sn, Al or P, and X = O, S or Se) family of superionic conductors",,Energy & Environmental Science (Electronic Supplementary Material),2012,computational study,computational,False,90.16,Excellent,4,5,0,0,4,4,DFT calculation|DFT calculation|DFT calculation|DFT calculation,DFT|solid electrolyte|lithium superionic conductors
Ong_et_al__-_2013_-_Phase_stability__electrochemical_stability_and_ion_reactions.json,"Phase stability, electrochemical stability and ionic conductivity of the Li10/C61MP2X12 (M = Ge, Si, Sn, Al or P, and X = O, S or Se) family of superionic conductors",10.1039/c2ee23355j,Energy & Environmental Science,2013,computational study,computational,False,98.25,Excellent,11,0,0,0,0,0,,solid electrolyte|DFT|AIMD|ionic conductivity|phase stability
Othman_et_al__-_2020_-_Recovery_of_metals_from_spent_lithium-ion_batterie_reactions.json,Recovery of metals from spent lithium-ion batteries using ionic liquid [P8888][Oleate],10.1016/j.seppur.2020.117435,Separation and Purification Technology,2020,research article,experimental_synthesis,True,97.97,Excellent,3,16,11,19,5,8,NMR|Karl Fischer titration|Physical property measurement|FTIR|FTIR,ionic liquid|solvent extraction|lithium-ion battery recycling|metal recovery
Ou_et_al__-_2021_-_Advances_and_Prospects_of_Dual_Ion_Batteries_reactions.json,Advances and Prospects of Dual-Ion Batteries,10.1002/aenm.202102498,Advanced Energy Materials,2021,review article,review,False,100.0,Excellent,0,0,0,0,0,0,,dual-ion batteries|electrolytes|anion intercalation|energy storage
Oukassi_et_al__-_2019_-_Transparent_Thin_Film_Solid-State_Lithium_Ion_Batt_reactions.json,Transparent Thin Film Solid-State Lithium Ion Batteries,10.1021/acsami.8b16364,ACS Applied Materials & Interfaces,2019,research article,experimental_synthesis,True,99.29,Excellent,1,15,12,16,5,8,SEM|ToF-SIMS|UV–vis spectrophotometry|Galvanostatic cycling|EIS,solid-state battery|thin film|transparent device
Oyakhire_et_al__-_2022_-_Electrical_resistance_of_the_current_collector_con_reactions.json,Electrical resistance of the current collector controls lithium morphology,10.1038/s41467-022-31507-w,Nature Communications,2022,materials synthesis and electrochemistry,experimental_synthesis,True,79.12,Good,4,9,5,12,2,7,Four-point probe|Electrochemical measurement,ALD|thin films|lithium metal batteries|current collector modification
Pan_et_al__-_2016_-_Design_of_Nanostructured_Heterogeneous_Solid_Ionic_reactions.json,Design of Nanostructured Heterogeneous Solid Ionic Coatings through a Multiscale Defect Model,10.1021/acsami.5b12030,ACS Applied Materials & Interfaces,2016,computational_theoretical_study,computational,False,96.43,Excellent,1,2,0,0,1,2,DFT calculation,solid electrolyte interphase|DFT|space charge|Li-ion battery|ionic conductivity
Pan_et_al__-_Supporting_Information_Design_of_nano-structured_h_reactions.json,Design of nano-structured heterogeneous solid ionic coatings through a multi-scale defect model,,,,supporting_information,supporting_info,False,100.0,Excellent,0,4,0,0,0,0,,solid_state_ionics|defect_modeling
Pande_and_Viswanathan_-_2019_-_Computational_Screening_of_Current_Collectors_for__reactions.json,Computational Screening of Current Collectors for Enabling Anode-Free Lithium Metal Batteries,10.1021/acsenergylett.9b02306,ACS Energy Letters,2019,computational study,computational,False,98.68,Excellent,0,15,0,0,1,16,DFT calculation,DFT|current collectors|lithium metal batteries|Li alloys
Pang_et_al__-_2021_-_Interactions_are_important_Linking_multi-physics__reactions.json,Interactions are important: Linking multi-physics mechanisms to the performance and degradation of solid-state batteries,10.1016/j.mattod.2021.02.011,Materials Today,2021,review,review,False,100.0,Excellent,0,0,0,0,0,0,,solid-state batteries|multiphysics|degradation mechanisms
Park_and_Goodenough_-_2017_-_Dendrite_Suppressed_Lithium_Plating_from_a_Liquid__reactions.json,Dendrite-Suppressed Lithium Plating from a Liquid Electrolyte via Wetting of Li3N,10.1002/aenm.201700732,Advanced Energy Materials,2017,materials synthesis and electrochemistry,experimental_synthesis,True,98.77,Excellent,2,7,5,9,4,19,XRD|SEM|EIS|Galvanostatic cycling,lithium metal anode|Li3N coating|dendrite suppression
Park_et_al__-_2016_-_Lithium-excess_olivine_electrode_for_lithium_recha_reactions.json,Lithium-excess olivine electrode for  lithium rechargeable  batteries,,Energy & Environmental Science (Electronic Supplementary Material),2016,materials_synthesis,experimental_synthesis,True,98.77,Excellent,1,6,7,8,4,7,XRD|SEM|EIS|Galvanostatic discharge,lithium-ion battery|olivine|LiFePO4|lithium-excess
Park_et_al__-_2019_-_Degradation_Mechanism_of_Ni-Enriched_NCA_Cathode_f_reactions.json,Degradation Mechanism of Ni-Enriched NCA Cathode for Lithium Batteries: Are Microcracks Really Critical?,10.1021/acsenergylett.9b00733,ACS Energy Letters,2019,materials_synthesis_and_evaluation,experimental_synthesis,True,98.31,Excellent,3,1,3,3,6,21,ICP|XRD|XRD|SEM|TEM|EIS,Ni-rich cathode|NCA|microcracks|lithium-ion battery
Park_et_al__-_2021_-_Direct_Cathode_Recycling_of_End-Of-Life_Li-Ion_Bat_reactions.json,Direct Cathode Recycling of End-Of-Life Li-Ion Batteries Enabled by Redox Mediation,10.1021/acssuschemeng.1c02133,ACS Sustainable Chemistry & Engineering,2021,research article,experimental_synthesis,True,84.04,Good,1,10,4,8,7,13,FTIR|XPS|XRD|SEM|Electrochemical (half-cell)|Electrochemical (powder process)|Electrochemical (full-cell),battery recycling|redox mediator|lithium-ion battery|NMC111|quinone
Park_et_al__-_2022_-_Crystal_Structure_of_Na_2_V_2sub_reactions.json,"Crystal Structure of Na2V2(PO4)3, an Intriguing Phase Spotted in the Na3V2(PO4)3−Na1V2(PO4)3 System",10.1021/acs.chemmater.1c04033,Chemistry of Materials,2022,materials synthesis and characterization,experimental_synthesis,True,95.29,Excellent,1,9,5,5,4,5,ICP|TGA|SEM|XRD,NASICON|Na-ion battery cathode|Na3V2(PO4)3|intermediate phase
Park_et_al__-_2022_-_Introducing_high-valence_elements_into_cobalt-free_reactions.json,Introducing high-valence elements into cobalt-free layered cathodes for practical lithium-ion batteries,10.1038/s41560-022-01106-6,Nature Energy,2022,materials synthesis and electrochemistry,experimental_synthesis,True,77.97,Good,3,15,3,10,7,3,XRD|SEM|TEM|DSC|ICP|XPS|GITT,Li-ion battery|Co-free cathode|Mo doping|Ni-rich layered oxide
Park_et_al__-_Supplementary_Information_reactions.json,"Crystal Structure of Na2V2(PO4)3, an Intriguing Phase Spotted in the Na3V2(PO4)3 – Na1V2(PO4)3 System",,,,supplementary_information,supporting_info,True,98.04,Excellent,4,0,1,1,6,13,SEM|TGA|XRD|XRD|XRD|XRD,solid_state|sodium_phosphate|operando_SPXRD|electrode_materials
Pasta_et_al__-_2020_-_2020_roadmap_on_solid-state_batteries_reactions.json,2020 roadmap on solid-state batteries,10.1088/2515-7655/ab95f4,Journal of Physics: Energy,2020,review,review,True,84.62,Good,2,5,2,7,1,1,EIS,solid-state battery|electrolyte|thin film|spray deposition
Pender_et_al__-_2020_-_Electrode_Degradation_in_Lithium-Ion_Batteries_reactions.json,Electrode Degradation in Lithium-Ion Batteries,10.1021/acsnano.9b04365,ACS Nano,2020,review article,review,False,100.0,Excellent,0,0,0,0,0,0,,lithium-ion batteries|electrode degradation
Periyapperuma_et_al__-_2021_-_Fluorine-free_ionic_liquid_electrolytes_for_sustai_reactions.json,Fluorine-free ionic liquid electrolytes for sustainable neodymium recovery using an electrochemical approach,10.1039/d1gc00361e,Green Chemistry,2021,research article,experimental_synthesis,True,85.53,Good,2,6,4,4,5,6,Cyclic voltammetry|Dynamic Viscosity|SEM|XPS|ICP,ionic liquids|electrodeposition|rare earth recovery|neodymium|fluorine-free electrolytes
Persson_et_al__-_2010_-_Lithium_Diffusion_in_Graphitic_Carbon_reactions.json,Lithium Diffusion in Graphitic Carbon,10.1021/jz100188d,Journal of Physical Chemistry Letters,2010,research article,experimental_synthesis,True,98.44,Excellent,3,5,4,4,1,6,Chronoamperometry (Devanathan–Stachurski cell),lithium diffusion|graphite|battery anode|HOPG|electrochemistry
Pfitzner_et_al__-_1990_-_Li2ZnI4_A_neutron_powder_study_reactions.json,Li2ZnI4: A Neutron Powder Study,,Journal of Solid State Chemistry,1990,brief communication,editorial,True,82.86,Good,1,2,1,5,2,6,Neutron diffraction|X-ray Guinier photography,neutron powder diffraction|olivine-type structure|lithium iodide|ionic conductor
Pham_et_al__-_2016_-_Formation_and_Dynamics_of_Electron-Irradiation-Ind_reactions.json,Formation and Dynamics of Electron-Irradiation-Induced Defects in Hexagonal Boron Nitride at Elevated Temperatures,10.1021/acs.nanolett.6b03442,Nano Letters,2016,research article,experimental_synthesis,True,92.98,Excellent,1,4,3,3,4,4,TEM|Raman spectroscopy|Electron diffraction|EELS,hexagonal boron nitride|electron microscopy|high temperature defects|carbothermic reduction
Phiri_et_al__-_2022_-_Dendrite_Suppression_by_Lithium-Ion_Redistribution_reactions.json,Dendrite Suppression by Lithium-Ion Redistribution and Lithium Wetting of Lithium Zeolite Li2(Al2Si4O12) in Liquid Electrolytes,10.1021/acsami.2c12512,ACS Applied Materials & Interfaces,2022,materials synthesis and electrochemistry,experimental_synthesis,True,99.26,Excellent,2,16,9,13,5,6,SEM|XRD|TEM|FT-IR|EIS,lithium metal battery|zeolite|BKT|dendrite suppression
